no,location,date,total_cases,new_cases,total_deaths,new_deaths,reproduction_rate,new_tests,total_tests,population,population_density,gdp_per_capita,extreme_poverty,,
1,Bangladesh,3/3/2020,0,0,0,0,0,108,108,164689383,1265.036,3523.984,14.8,,
2,Bangladesh,3/4/2020,0,0,0,0,0,3,111,164689383,1265.036,3523.984,14.8,,
3,Bangladesh,3/5/2020,0,0,0,0,0,0,0,164689383,1265.036,3523.984,14.8,,
4,Bangladesh,3/6/2020,0,0,0,0,0,9,120,164689383,1265.036,3523.984,14.8,,
5,Bangladesh,3/7/2020,0,0,0,0,0,7,127,164689383,1265.036,3523.984,14.8,,
6,Bangladesh,3/8/2020,3,3,0,0,0,10,137,164689383,1265.036,3523.984,14.8,,
7,Bangladesh,3/9/2020,3,0,0,0,0,10,147,164689383,1265.036,3523.984,14.8,,
8,Bangladesh,3/10/2020,3,0,0,0,0,16,163,164689383,1265.036,3523.984,14.8,,
9,Bangladesh,3/11/2020,3,0,0,0,0,24,187,164689383,1265.036,3523.984,14.8,,
10,Bangladesh,3/12/2020,3,0,0,0,0,24,211,164689383,1265.036,3523.984,14.8,,
11,Bangladesh,3/13/2020,3,0,0,0,0,30,241,164689383,1265.036,3523.984,14.8,,
12,Bangladesh,3/14/2020,3,0,0,0,0,27,268,164689383,1265.036,3523.984,14.8,,
13,Bangladesh,3/15/2020,5,2,0,0,0,25,293,164689383,1265.036,3523.984,14.8,,
14,Bangladesh,3/16/2020,8,3,0,0,0,49,342,164689383,1265.036,3523.984,14.8,,
15,Bangladesh,3/17/2020,10,2,0,0,0,39,381,164689383,1265.036,3523.984,14.8,,
16,Bangladesh,3/18/2020,14,4,1,1,0,46,427,164689383,1265.036,3523.984,14.8,,
17,Bangladesh,3/19/2020,17,3,1,0,0,36,463,164689383,1265.036,3523.984,14.8,,
18,Bangladesh,3/20/2020,20,3,1,0,0,36,499,164689383,1265.036,3523.984,14.8,,
19,Bangladesh,3/21/2020,25,5,2,1,0,65,564,164689383,1265.036,3523.984,14.8,,
20,Bangladesh,3/22/2020,27,2,2,0,0,56,620,164689383,1265.036,3523.984,14.8,,
21,Bangladesh,3/23/2020,33,6,3,1,0,92,712,164689383,1265.036,3523.984,14.8,,
22,Bangladesh,3/24/2020,39,6,4,1,0,82,794,164689383,1265.036,3523.984,14.8,,
23,Bangladesh,3/25/2020,39,0,5,1,0,126,920,164689383,1265.036,3523.984,14.8,,
24,Bangladesh,3/26/2020,44,5,5,0,0,106,1026,164689383,1265.036,3523.984,14.8,,
25,Bangladesh,3/27/2020,48,4,5,0,0,50,1076,164689383,1265.036,3523.984,14.8,,
26,Bangladesh,3/28/2020,48,0,5,0,0,109,1185,164689383,1265.036,3523.984,14.8,,
27,Bangladesh,3/29/2020,48,0,5,0,0,153,1338,164689383,1265.036,3523.984,14.8,,
28,Bangladesh,3/30/2020,49,1,5,0,0,264,1602,164689383,1265.036,3523.984,14.8,,
29,Bangladesh,3/31/2020,51,2,5,0,0,157,1759,164689383,1265.036,3523.984,14.8,,
30,Bangladesh,4/1/2020,54,3,6,1,0,147,1906,164689383,1265.036,3523.984,14.8,,
31,Bangladesh,4/2/2020,56,2,6,0,0,207,2113,164689383,1265.036,3523.984,14.8,,
32,Bangladesh,4/3/2020,61,5,6,0,0,434,2547,164689383,1265.036,3523.984,14.8,,
33,Bangladesh,4/4/2020,70,9,8,2,0,367,2914,164689383,1265.036,3523.984,14.8,,
34,Bangladesh,4/5/2020,88,18,9,1,0,696,3610,164689383,1265.036,3523.984,14.8,,
35,Bangladesh,4/6/2020,123,35,12,3,0,792,4402,164689383,1265.036,3523.984,14.8,,
36,Bangladesh,4/7/2020,164,41,17,5,2.73,981,5383,164689383,1265.036,3523.984,14.8,,
37,Bangladesh,4/8/2020,218,54,20,3,2.77,1097,6480,164689383,1265.036,3523.984,14.8,,
38,Bangladesh,4/9/2020,330,112,21,1,2.79,1184,7664,164689383,1265.036,3523.984,14.8,,
39,Bangladesh,4/10/2020,424,94,27,6,2.71,649,8313,164689383,1265.036,3523.984,14.8,,
40,Bangladesh,4/11/2020,482,58,30,3,2.62,1340,9653,164689383,1265.036,3523.984,14.8,,
41,Bangladesh,4/12/2020,621,139,34,4,2.6,1570,11223,164689383,1265.036,3523.984,14.8,,
42,Bangladesh,4/13/2020,803,182,39,5,2.56,1905,13128,164689383,1265.036,3523.984,14.8,,
43,Bangladesh,4/14/2020,1012,209,46,7,2.51,1740,14868,164689383,1265.036,3523.984,14.8,,
44,Bangladesh,4/15/2020,1231,219,50,4,2.41,2135,17003,164689383,1265.036,3523.984,14.8,,
45,Bangladesh,4/16/2020,1572,341,60,10,2.3,2190,19193,164689383,1265.036,3523.984,14.8,,
46,Bangladesh,4/17/2020,1838,266,75,15,2.2,2114,21307,164689383,1265.036,3523.984,14.8,,
47,Bangladesh,4/18/2020,2144,306,84,9,2.12,2634,23941,164689383,1265.036,3523.984,14.8,,
48,Bangladesh,4/19/2020,2456,312,91,7,1.99,2663,26604,164689383,1265.036,3523.984,14.8,,
49,Bangladesh,4/20/2020,2948,492,101,10,1.89,2974,29578,164689383,1265.036,3523.984,14.8,,
50,Bangladesh,4/21/2020,3382,434,110,9,1.75,3096,32674,164689383,1265.036,3523.984,14.8,,
51,Bangladesh,4/22/2020,3772,390,120,10,1.62,3416,36090,164689383,1265.036,3523.984,14.8,,
52,Bangladesh,4/23/2020,4186,414,127,7,1.53,3686,39776,164689383,1265.036,3523.984,14.8,,
53,Bangladesh,4/24/2020,4689,503,131,4,1.5,3337,43113,164689383,1265.036,3523.984,14.8,,
54,Bangladesh,4/25/2020,4998,309,140,9,1.44,3476,46589,164689383,1265.036,3523.984,14.8,,
55,Bangladesh,4/26/2020,5416,418,145,5,1.4,3812,50401,164689383,1265.036,3523.984,14.8,,
56,Bangladesh,4/27/2020,5913,497,152,7,1.38,4332,54733,164689383,1265.036,3523.984,14.8,,
57,Bangladesh,4/28/2020,6462,549,155,3,1.39,4968,59701,164689383,1265.036,3523.984,14.8,,
58,Bangladesh,4/29/2020,7103,641,163,8,1.4,4965,64666,164689383,1265.036,3523.984,14.8,,
59,Bangladesh,4/30/2020,7667,564,168,5,1.37,5573,70239,164689383,1265.036,3523.984,14.8,,
60,Bangladesh,5/1/2020,8238,571,170,2,1.37,5827,76066,164689383,1265.036,3523.984,14.8,,
61,Bangladesh,5/2/2020,8790,552,175,5,1.38,5368,81434,164689383,1265.036,3523.984,14.8,,
62,Bangladesh,5/3/2020,9455,665,177,2,1.36,6260,87694,164689383,1265.036,3523.984,14.8,,
63,Bangladesh,5/4/2020,10143,688,182,5,1.33,5711,93405,164689383,1265.036,3523.984,14.8,,
64,Bangladesh,5/5/2020,10929,786,183,1,1.32,0,0,164689383,1265.036,3523.984,14.8,,
65,Bangladesh,5/6/2020,11719,790,186,3,1.3,6241,99646,164689383,1265.036,3523.984,14.8,,
66,Bangladesh,5/7/2020,12425,706,199,13,1.28,5867,105513,164689383,1265.036,3523.984,14.8,,
67,Bangladesh,5/8/2020,13134,709,206,7,1.28,5941,111454,164689383,1265.036,3523.984,14.8,,
68,Bangladesh,5/9/2020,13770,636,214,8,1.31,5465,116919,164689383,1265.036,3523.984,14.8,,
69,Bangladesh,5/10/2020,14657,887,228,14,1.34,5738,122657,164689383,1265.036,3523.984,14.8,,
70,Bangladesh,5/11/2020,15691,1034,239,11,1.36,7208,129865,164689383,1265.036,3523.984,14.8,,
71,Bangladesh,5/12/2020,16660,969,250,11,1.36,6773,136638,164689383,1265.036,3523.984,14.8,,
72,Bangladesh,5/13/2020,17822,1162,269,19,1.37,7900,144538,164689383,1265.036,3523.984,14.8,,
73,Bangladesh,5/14/2020,18863,1041,283,14,1.36,7392,151930,164689383,1265.036,3523.984,14.8,,
74,Bangladesh,5/15/2020,20065,1202,298,15,1.36,8582,160512,164689383,1265.036,3523.984,14.8,,
75,Bangladesh,5/16/2020,20995,930,314,16,1.36,6782,167294,164689383,1265.036,3523.984,14.8,,
76,Bangladesh,5/17/2020,22268,1273,328,14,1.38,8114,175408,164689383,1265.036,3523.984,14.8,,
77,Bangladesh,5/18/2020,23870,1602,349,21,1.39,9788,185196,164689383,1265.036,3523.984,14.8,,
78,Bangladesh,5/19/2020,25121,1251,370,21,1.39,8449,193645,164689383,1265.036,3523.984,14.8,,
79,Bangladesh,5/20/2020,26738,1617,386,16,1.39,10260,203905,164689383,1265.036,3523.984,14.8,,
80,Bangladesh,5/21/2020,28511,1773,408,22,1.39,10262,214167,164689383,1265.036,3523.984,14.8,,
81,Bangladesh,5/22/2020,30205,1694,432,24,1.37,9727,223894,164689383,1265.036,3523.984,14.8,,
82,Bangladesh,5/23/2020,32078,1873,452,20,1.35,10834,234728,164689383,1265.036,3523.984,14.8,,
83,Bangladesh,5/24/2020,33610,1532,480,28,1.28,8908,243636,164689383,1265.036,3523.984,14.8,,
84,Bangladesh,5/25/2020,35585,1975,501,21,1.23,9451,253087,164689383,1265.036,3523.984,14.8,,
85,Bangladesh,5/26/2020,36751,1166,522,21,1.19,5407,258494,164689383,1265.036,3523.984,14.8,,
86,Bangladesh,5/27/2020,38292,1541,544,22,1.22,8015,266509,164689383,1265.036,3523.984,14.8,,
87,Bangladesh,5/28/2020,40321,2029,559,15,1.28,9310,275819,164689383,1265.036,3523.984,14.8,,
88,Bangladesh,5/29/2020,42844,2523,582,23,1.33,11301,287120,164689383,1265.036,3523.984,14.8,,
89,Bangladesh,5/30/2020,44608,1764,610,28,1.33,9997,297117,164689383,1265.036,3523.984,14.8,,
90,Bangladesh,5/31/2020,47153,2545,650,40,1.35,11876,308993,164689383,1265.036,3523.984,14.8,,
91,Bangladesh,6/1/2020,49534,2381,672,22,1.34,11339,320332,164689383,1265.036,3523.984,14.8,,
92,Bangladesh,6/2/2020,52445,2911,709,37,1.34,12704,333036,164689383,1265.036,3523.984,14.8,,
93,Bangladesh,6/3/2020,55140,2695,746,37,1.3,12510,345546,164689383,1265.036,3523.984,14.8,,
94,Bangladesh,6/4/2020,57563,2423,781,35,1.26,12694,358240,164689383,1265.036,3523.984,14.8,,
95,Bangladesh,6/5/2020,60391,2828,811,30,1.25,14088,372328,164689383,1265.036,3523.984,14.8,,
96,Bangladesh,6/6/2020,63026,2635,846,35,1.24,12486,384814,164689383,1265.036,3523.984,14.8,,
97,Bangladesh,6/7/2020,65769,2743,888,42,1.23,13136,397950,164689383,1265.036,3523.984,14.8,,
98,Bangladesh,6/8/2020,68504,2735,930,42,1.22,12944,410894,164689383,1265.036,3523.984,14.8,,
99,Bangladesh,6/9/2020,71675,3171,975,45,1.21,14664,425558,164689383,1265.036,3523.984,14.8,,
100,Bangladesh,6/10/2020,74865,3190,1012,37,1.21,15965,441523,164689383,1265.036,3523.984,14.8,,
101,Bangladesh,6/11/2020,78052,3187,1049,37,1.2,15772,457295,164689383,1265.036,3523.984,14.8,,
102,Bangladesh,6/12/2020,81523,3471,1095,46,1.19,15990,473285,164689383,1265.036,3523.984,14.8,,
103,Bangladesh,6/13/2020,84379,2856,1139,44,1.18,16638,489923,164689383,1265.036,3523.984,14.8,,
104,Bangladesh,6/14/2020,87520,3141,1171,32,1.17,14505,504428,164689383,1265.036,3523.984,14.8,,
105,Bangladesh,6/15/2020,90619,3099,1209,38,1.17,15038,519466,164689383,1265.036,3523.984,14.8,,
106,Bangladesh,6/16/2020,94481,3862,1262,53,1.18,17214,536680,164689383,1265.036,3523.984,14.8,,
107,Bangladesh,6/17/2020,98489,4008,1305,43,1.17,17527,554207,164689383,1265.036,3523.984,14.8,,
108,Bangladesh,6/18/2020,102292,3803,1343,38,1.14,16259,570466,164689383,1265.036,3523.984,14.8,,
109,Bangladesh,6/19/2020,105535,3243,1388,45,1.11,15045,585511,164689383,1265.036,3523.984,14.8,,
110,Bangladesh,6/20/2020,108775,3240,1425,37,1.1,14031,599542,164689383,1265.036,3523.984,14.8,,
111,Bangladesh,6/21/2020,112306,3531,1464,39,1.08,15585,615127,164689383,1265.036,3523.984,14.8,,
112,Bangladesh,6/22/2020,115786,3480,1502,38,1.07,15555,630682,164689383,1265.036,3523.984,14.8,,
113,Bangladesh,6/23/2020,119198,3412,1545,43,1.06,16292,646974,164689383,1265.036,3523.984,14.8,,
114,Bangladesh,6/24/2020,122660,3462,1582,37,1.06,16433,663407,164689383,1265.036,3523.984,14.8,,
115,Bangladesh,6/25/2020,126606,3946,1621,39,1.07,17999,681406,164689383,1265.036,3523.984,14.8,,
116,Bangladesh,6/26/2020,130474,3868,1661,40,1.09,18498,699904,164689383,1265.036,3523.984,14.8,,
117,Bangladesh,6/27/2020,133978,3504,1695,34,1.08,15157,715061,164689383,1265.036,3523.984,14.8,,
118,Bangladesh,6/28/2020,137787,3809,1738,43,1.08,18099,733160,164689383,1265.036,3523.984,14.8,,
119,Bangladesh,6/29/2020,141801,4014,1783,45,1.06,17837,750997,164689383,1265.036,3523.984,14.8,,
120,Bangladesh,6/30/2020,145483,3682,1847,64,1.03,18426,769423,164689383,1265.036,3523.984,14.8,,
121,Bangladesh,7/1/2020,149258,3775,1888,41,1,17875,787298,164689383,1265.036,3523.984,14.8,,
122,Bangladesh,7/2/2020,153277,4019,1926,38,0.98,18362,805660,164689383,1265.036,3523.984,14.8,,
123,Bangladesh,7/3/2020,156391,3114,1968,42,0.96,14650,820310,164689383,1265.036,3523.984,14.8,,
124,Bangladesh,7/4/2020,159679,3288,1997,29,0.94,14727,835037,164689383,1265.036,3523.984,14.8,,
125,Bangladesh,7/5/2020,162417,2738,2052,55,0.92,13988,849025,164689383,1265.036,3523.984,14.8,,
126,Bangladesh,7/6/2020,165618,3201,2096,44,0.91,14245,863270,164689383,1265.036,3523.984,14.8,,
127,Bangladesh,7/7/2020,168645,3027,2151,55,0.91,13173,876443,164689383,1265.036,3523.984,14.8,,
128,Bangladesh,7/8/2020,172134,3489,2197,46,0.92,15672,892115,164689383,1265.036,3523.984,14.8,,
129,Bangladesh,7/9/2020,175494,3360,2238,41,0.92,15632,907747,164689383,1265.036,3523.984,14.8,,
130,Bangladesh,7/10/2020,178443,2949,2275,37,0.92,13488,921235,164689383,1265.036,3523.984,14.8,,
131,Bangladesh,7/11/2020,181129,2686,2305,30,0.92,11193,932428,164689383,1265.036,3523.984,14.8,,
132,Bangladesh,7/12/2020,183795,2666,2352,47,0.93,11059,943487,164689383,1265.036,3523.984,14.8,,
133,Bangladesh,7/13/2020,186894,3099,2391,39,0.94,12423,955910,164689383,1265.036,3523.984,14.8,,
134,Bangladesh,7/14/2020,190057,3163,2424,33,0.95,13453,969363,164689383,1265.036,3523.984,14.8,,
135,Bangladesh,7/15/2020,193590,3533,2457,33,0.94,14002,983365,164689383,1265.036,3523.984,14.8,,
136,Bangladesh,7/16/2020,196323,2733,2496,39,0.93,12889,996254,164689383,1265.036,3523.984,14.8,,
137,Bangladesh,7/17/2020,199357,3034,2547,51,0.94,13460,1009714,164689383,1265.036,3523.984,14.8,,
138,Bangladesh,7/18/2020,202066,2709,2581,34,0.94,10923,1020637,164689383,1265.036,3523.984,14.8,,
139,Bangladesh,7/19/2020,204525,2459,2618,37,0.94,10625,1031262,164689383,1265.036,3523.984,14.8,,
140,Bangladesh,7/20/2020,207453,2928,2668,50,0.94,13362,1044624,164689383,1265.036,3523.984,14.8,,
141,Bangladesh,7/21/2020,210510,3057,2709,41,0.93,12898,1057522,164689383,1265.036,3523.984,14.8,,
142,Bangladesh,7/22/2020,213254,2744,2751,42,0.91,12050,1069572,164689383,1265.036,3523.984,14.8,,
143,Bangladesh,7/23/2020,216110,2856,2801,50,0.92,12398,1081970,164689383,1265.036,3523.984,14.8,,
144,Bangladesh,7/24/2020,218658,2548,2836,35,0.92,12027,1093997,164689383,1265.036,3523.984,14.8,,
145,Bangladesh,7/25/2020,221178,2520,2874,38,0.93,10446,1104443,164689383,1265.036,3523.984,14.8,,
146,Bangladesh,7/26/2020,223453,2275,2928,54,0.95,10078,1114521,164689383,1265.036,3523.984,14.8,,
147,Bangladesh,7/27/2020,226225,2772,2965,37,0.96,12859,1127380,164689383,1265.036,3523.984,14.8,,
148,Bangladesh,7/28/2020,229185,2960,3000,35,0.95,12714,1140094,164689383,1265.036,3523.984,14.8,,
149,Bangladesh,7/29/2020,232194,3009,3035,35,0.93,14127,1154221,164689383,1265.036,3523.984,14.8,,
150,Bangladesh,7/30/2020,234889,2695,3083,48,0.9,12937,1167158,164689383,1265.036,3523.984,14.8,,
151,Bangladesh,7/31/2020,237661,2772,3111,28,0.88,12614,1179772,164689383,1265.036,3523.984,14.8,,
152,Bangladesh,8/1/2020,239860,2199,3132,21,0.84,8802,1188574,164689383,1265.036,3523.984,14.8,,
153,Bangladesh,8/2/2020,240746,886,3154,22,0.8,3684,1192258,164689383,1265.036,3523.984,14.8,,
154,Bangladesh,8/3/2020,242102,1356,3184,30,0.82,4249,1196507,164689383,1265.036,3523.984,14.8,,
155,Bangladesh,8/4/2020,244020,1918,3234,50,0.88,7712,1204219,164689383,1265.036,3523.984,14.8,,
156,Bangladesh,8/5/2020,246674,2654,3267,33,0.97,11160,1215379,164689383,1265.036,3523.984,14.8,,
157,Bangladesh,8/6/2020,249651,2977,3306,39,1.05,12708,1228087,164689383,1265.036,3523.984,14.8,,
158,Bangladesh,8/7/2020,252502,2851,3333,27,1.09,12699,1240786,164689383,1265.036,3523.984,14.8,,
159,Bangladesh,8/8/2020,255113,2611,3365,32,1.11,11737,1252523,164689383,1265.036,3523.984,14.8,,
160,Bangladesh,8/9/2020,257600,2487,3399,34,1.12,10759,1263282,164689383,1265.036,3523.984,14.8,,
161,Bangladesh,8/10/2020,260507,2907,3438,39,1.11,12849,1276131,164689383,1265.036,3523.984,14.8,,
162,Bangladesh,8/11/2020,263503,2996,3471,33,1.08,14820,1290951,164689383,1265.036,3523.984,14.8,,
163,Bangladesh,8/12/2020,266498,2995,3513,42,1.05,14751,1305702,164689383,1265.036,3523.984,14.8,,
164,Bangladesh,8/13/2020,269115,2617,3557,44,1.03,13162,1318864,164689383,1265.036,3523.984,14.8,,
165,Bangladesh,8/14/2020,271881,2766,3591,34,1.02,12856,1331720,164689383,1265.036,3523.984,14.8,,
166,Bangladesh,8/15/2020,274525,2644,3625,34,1.02,12891,1344611,164689383,1265.036,3523.984,14.8,,
167,Bangladesh,8/16/2020,276549,2024,3657,32,1.01,10018,1354629,164689383,1265.036,3523.984,14.8,,
168,Bangladesh,8/17/2020,279144,2595,3694,37,1.01,12523,1367152,164689383,1265.036,3523.984,14.8,,
169,Bangladesh,8/18/2020,282344,3200,3740,46,1.01,14630,1381782,164689383,1265.036,3523.984,14.8,,
170,Bangladesh,8/19/2020,285091,2747,3781,41,0.99,14678,1396460,164689383,1265.036,3523.984,14.8,,
171,Bangladesh,8/20/2020,287959,2868,3822,41,0.98,14059,1410519,164689383,1265.036,3523.984,14.8,,
172,Bangladesh,8/21/2020,290360,2401,3861,39,0.95,12943,1423462,164689383,1265.036,3523.984,14.8,,
173,Bangladesh,8/22/2020,292625,2265,3907,46,0.94,11356,1434818,164689383,1265.036,3523.984,14.8,,
174,Bangladesh,8/23/2020,294598,1973,3941,34,0.94,10801,1445619,164689383,1265.036,3523.984,14.8,,
